TWEET,true_emoji,pred_emoji
Mcdonalds after Boston's is tradition,smirk,heart_eyes
lol thanks and I bet,sob,wink
WHAT 1 WON'T DO ANOTHER ONE WILL BET THAT,wink,sob
Subway,heart_eyes,yum
I bet you are tingling,blush,weary
Niggas wouldn't even think about cheating,sob,smirk
Guve me a chance and I bet I'll love you and treat you better than any guy will,smirk,wink
I bet no one among the subject of this tag will react nor participate but i dare ya tho ELNELLA For TAYO NA,smirk,sob
Subway,heart_eyes,yum
and by the way dominos is the shit fuck ur feelings,heart_eyes,weary
You ain't gotta like me bet you know my name tho,blush,wink
I bet she was,smirk,wink
you too girly. ️,relaxed,heart_eyes
ohhhh bet im gonna visit,blush,wink
this gif,heart_eyes,sob
A is opening in Riverside and we got here at 4am to stand in line for a mug and a gift card,grin,weary
"Damn that's it, he got me hooked on something else",flushed,sob
walmart sell jays now///,flushed,sob
I bet Oliver has striped shirts &amp; Hugo striped onesies,weary,sob
I bet he will,wink,blush
This movie on BET,weary,flushed
ok bet,grin,wink
I know I have a great taste,wink,relaxed
I bet it will,smirk,wink
oooo starbucks rn will be a1,heart_eyes,weary
TBH I was going to but decided not to vote at all and let you decide for yourself,blush,smirk
Walmart really selling J's,weary,blush
Grande iced caramel macchiato upside down with 3 pumps of white mocha,yum,grin
lol I bet,weary,smirk
Can someone please bring me Starbucks to work,blush,flushed
I'm craving subway,weary,yum
Sky Bet Championship is ready for #PES2017!,heart_eyes,relaxed
Subway cookies,yum,weary
Waiting,wink,sob
Demain p'tit Subway,smirk,heart_eyes
if these niggas didn't know I bet these niggas find out,smirk,wink
"Jokes on you tornado, kokomo has TWO starbucks",smirk,blush
big T said I bet not be ugly,sob,wink
I bet I know which one that is,wink,relaxed
that's a bet,blush,grin
100% bet on my salary...He said it Sushma Swaraj got a new advisor....,blush,sob
someone gonna lose a stack if they bet you rs they tuff as fuck,sob,grin
"Oh I'm on yo ""goochie goochie gooooooo"" head ass",sob,weary
How the VMAs better than the BET AWARDS,sob,smirk
I've never had Starbucks,flushed,weary
i'm in vienna rn and i just legit saw christoph waltz in the subway,flushed,weary
Story of my life,sob,weary
thats a bet,wink,smirk
I got a long list starbucks lovers,grin,sob
Bet call me tomorrow nd I'm gonna ask her,grin,smirk
Subway for lunch ️,relaxed,weary
bet you are,grin,smirk
bet is going on my shoulders at safe in sound,smirk,grin
I bet is away,weary,wink
Maybe not,sob,heart_eyes
When texts you that Dutch has pumpkin sadly I forgot and went to starbucks..,heart_eyes,sob
. I Bet,weary,sob
big bet id love to go,weary,yum
SOS. Someone bring me Starbucks. Hmu for location.,sob,blush
aight bet,sob,smirk
Happy in Walmart,blush,heart_eyes
BET IT,smirk,blush
I can get you,flushed,weary
bet match the green shit ️,relaxed,blush
I wish Starbucks delivered.,sob,weary
I hate when niggas do this ! #TrxllGXDS,sob,weary
that shit look nasty,sob,blush
I fuck with the berry sangria herbal tea from Starbucks,yum,weary
I want Starbucks,sob,weary
but this subway I'm about to get for me &amp; Ronnie is bout to be so good,yum,relaxed
I bet there will be many more chances,blush,sob
You bet haha,grin,wink
She such a cutie,heart_eyes,weary
On bet I went hard tonight,blush,wink
I want to go to target just to go buy popcorn &amp; Starbucks.,weary,heart_eyes
I want Starbucks,sob,weary
I didn't even watch power I bet it was good man,weary,smirk
My mom mini Walmart open for anyone who needs shit lmk,blush,weary
facts,blush,wink
️️️️ I bet she won't say shit to ya,relaxed,heart_eyes
Mmm bet that drink is delicious,heart_eyes,weary
somebody bring me some subway,sob,heart_eyes
i bet,blush,weary
I study odds movement b4 I place bets : Lol. No time. Odds still high,blush,sob
West Ham dy spoil people demma betway lord paper too dy fool en body,grin,sob
i bet,smirk,blush
send me a picture or put it on snap lol . &amp; i bet it is ..,heart_eyes,blush
I bet you've never done this before,wink,yum
I Never Been To Red Robin,sob,blush
This the most accurate thing I've seen all day,sob,weary
I bet you like it,smirk,wink
Talkin bout her pussy ain't tho. Well why a nigga ain't buy you some better weave if that pussy so wet,sob,blush
Can't relate,smirk,wink
ight bet bet,blush,smirk
"Tambay mode. (@ Starbucks Coffee in Imus City, Cavite)",grin,heart_eyes
My mom bet not play man,weary,smirk
alright bet,grin,blush
I want Starbucks,heart_eyes,weary
subway,weary,yum
what your favorite character in stranger things? i bet it's eleven #Howl4ACure,yum,wink
Starbucks for only $2.50! Details:,yum,heart_eyes
you bet ️,relaxed,wink
that's a bet &amp; you cute,blush,wink
i bet billy currington doesn't like y'alls tweets,yum,wink
I bet mine will put em in a two and eight but at least I have always supported our Jez,wink,blush
bring me some Starbucks,yum,sob
bet baby it's mine️,relaxed,yum
That's not funny ii was scared for my life,sob,smirk
Heidi got me wanting subway now,sob,weary
kali said good luck and bet,blush,grin
"Shoutout to T-Mobile Tuesday's for my free 6"" sandwich from Subway.",blush,weary
Was thinking about the same thing,weary,sob
I bet they reenact these pics. ️,relaxed,wink
Bet it up,blush,smirk
I want pizza,heart_eyes,yum
it was cut off but i bet you can guess what it says,yum,sob
Oh I bet. Probably felt really good to shove it into someone's ass though.,yum,weary
I need to stop drinking so much Starbucks,weary,sob
okay Bet ️,relaxed,smirk
lol bet,sob,wink
I want Starbucks,sob,weary
Quiero un subway,sob,yum
Ight bet,flushed,blush
I bet yo booty smell good,heart_eyes,yum
me and Rose have an amazing $5 bet going on because she thinks she's right,blush,wink
Close enough keep up the good work....,smirk,weary
Ight bet,grin,blush
mine sholl was good,heart_eyes,sob
We really wit the shits you bet not piss us,smirk,weary
That's a bet,smirk,blush
Craving for Starbucks,yum,weary
AJ has arcade games in his house so I bet Tyler's been there. That's what prob got Tyler so into AJ,sob,weary
Getting some Starbucks,heart_eyes,yum
me too,blush,heart_eyes
I wonder what Colin was like on his first day though... I bet he was the shyest little bean,sob,yum
I bet,heart_eyes,weary
that's a bet .,grin,relaxed
I Want Starbucks,yum,weary
Anon: Yesterday my friend told me China was at Walmart buying Ramen Noodles beef flavor,flushed,weary
Malia af rm/dt: werecutie edits I'm glad we're friends :) LMAO BET YOU THOUGHT T... (Vine by ),heart_eyes,sob
Make me summmmm,weary,sob
Backup plan aq,grin,weary
I bet!!!,heart_eyes,blush
In need of someone to bring McDonalds to &amp; me,blush,heart_eyes
Drown me in that pussy then after that sit on my dick,yum,weary
I Wear What I Want... I Do What I Want...Call Me Whateve But I Bet Money You Want Beat My Ass,blush,weary
"you should do it ️ i'll check your ig later, i bet you draw pretty well ️",relaxed,blush
Starbucks,heart_eyes,yum
I bet mine will put em in a two and eight but at least I have always supported our Jez,wink,relaxed
Come grab coffee at my Starbucks tmrw,yum,smirk
if you are thinking of Sri Lanka then maybe Dubai or Abu Dhabi might be a good bet too,blush,wink
Probably hitting up the explicit section of Robron fanfic's ️ I bet he's reading smut,smirk,wink
"Toddles ma noddles, we takin my birthday ass to McDonalds",grin,sob
"I can tell his peen little, literally I can bet my life on it",sob,weary
I bet she is.,yum,wink
Bet oomf is still thinking about me,yum,wink
I want Starbucks .,heart_eyes,relaxed
but i bet they were written by one,blush,sob
I bet it was,sob,wink
Craving Starbucks,yum,weary
that's a bet,smirk,blush
lol bet,yum,blush
I bet it was a nice relief.. That's lucky did you get to use the closest loo,grin,smirk
that intro was so ghetto it looked like a BET intro.. #RobAndChyna Vh1 do bettttttaaaaa,sob,grin
I bet nobody is awake right now..,wink,smirk
Shid everybody everywhere work at Walmart n every Walmart is like a high school oml.,sob,wink
Starbucks,sob,yum
Bet u wish that I was yours,smirk,sob
Sweet tea from is the holy grail of beverages,weary,sob
fuck with mine in going in bet the planet on it ️,relaxed,sob
HASHTAGS,heart_eyes,sob
"I have no shame, I love me some #starbucks #pumpkinspicelatte",yum,heart_eyes
very hot lingerie bet it only looks better without clothes ️,relaxed,sob
yeah true cause I bet you ain't ask,sob,blush
Aight Bet,grin,blush
put me anywhere bet I still stand out,heart_eyes,blush
Starbucks,heart_eyes,yum
I bet you will,smirk,wink
Craving chipotle or subway rn,yum,sob
Slide thru I got you,smirk,heart_eyes
I bet,smirk,weary
Y'all answered my prayers,heart_eyes,sob
bitch you aint got to like me bet you &amp; your friends know my name tho,wink,smirk
Bet you say that to all the girls,smirk,blush
Wtfffff me too !,weary,sob
next weekend,heart_eyes,wink
My bet slip 90 minutes into the new premier league season.,weary,relaxed
SALTED CARAMEL MOCHA IS BACK AT STARBUCKS,grin,heart_eyes
Mcdonalds always fucks up my stomach,sob,weary
Bet she do a lot more too,sob,weary
Alex,heart_eyes,weary
Bet I get 0.6 hours of sleep to night worrying about Uni tomorrow ️️,relaxed,weary
"nah, I'm winning this bet.",wink,smirk
I bet you'll never forget me.,wink,sob
I bet you are,sob,wink
This is the face of someone who needs Starbucks. He said he'll host you after his stream ends,grin,relaxed
You can bet on it!,wink,grin
bet mansion about to be crazy,sob,yum
You ain't gotta like me I bet you know my name tho,wink,smirk
awe thanks️ &amp; aye bet !,relaxed,heart_eyes
Bet u do,smirk,sob
I bet you didn't know I had a twin sister!! ️️,relaxed,blush
\ / \ / \/ hyyyyppppeeeedddddddd,blush,sob
I bet we all gon listen to young thug new shit an act like we Neva seen tha cover,sob,wink
Starbucks employee confuses boyfriend by saying is penis is tall,yum,heart_eyes
I bet that hoe can't make tacos like me anyway ️,relaxed,wink
subway cookies are so good,heart_eyes,weary
*All week,weary,sob
Lucky,sob,blush
"I bet ur not even rapeable, you so ugleh.",grin,sob
I swear my baby got me so addicted to Starbucks,smirk,heart_eyes
Better bet I'm going all out for Spirit week.,yum,flushed
I bet your girl loves me,smirk,grin
subway hit the spot,weary,yum
I bet you do,smirk,wink
And I bet you miss me don't ya,blush,weary
subway,blush,yum
I'm placing a bet that will walk this year at fashion show..,blush,grin
I need someone to bet against the patriots so I can win all my money back,weary,wink
I bet you will,blush,smirk
its their money I bet.,smirk,weary
alright bet,smirk,blush
If Sam hunt goes to CBMF you can bet I'll be there,heart_eyes,sob
bet I can finally see ya mentions now lol,blush,grin
The Starbucks in the bookstore is always packed,weary,sob
Subway,yum,heart_eyes
have you seen this,flushed,smirk
you coming ?,smirk,weary
Hot cakes from McDonalds are delicious,yum,smirk
"I named the Acura, Bethany",wink,heart_eyes
"me: ""mom i want starbucks"" mom: ""ok vamos""",wink,smirk
craving for Starbucks green tea,yum,weary
So true and those sauces,heart_eyes,weary
I bet you doesn't know that Letting Go has a choreography. Y'all better see this.,smirk,sob
"The pumpkin is back (@ Starbucks in México, DF)",heart_eyes,weary
I just want Starbucks,yum,weary
Bet I won't say slut cole ever again,sob,flushed
wanna bet?,yum,smirk
You ain't gotta like me bet you know my name though,wink,smirk
SUBWAY COOKIES really the truth,heart_eyes,sob
Hoy se va Subway,yum,weary
A Starbucks iced coffee sounds good rn,yum,weary
really want Starbucks,weary,yum
Leftover dominos for breakfast,yum,heart_eyes
Bet tell her you need that 50,yum,wink
Starbucks sounds great rn,weary,yum
Kanye been fuckin with mcchickens on the low?,flushed,sob
Got subway,wink,sob
craving starbucks,weary,sob
I bet she won't get touched,blush,sob
lol okay bet,blush,smirk
I swear they get the nicest people to work in the Starbucks in SGS makes me so happi,yum,weary
Damn bet you didn't know I had this video,wink,sob
my sister rocks for bringing me Starbucks to work,heart_eyes,flushed
bet ima b there for a while hmu,blush,sob
I bet what is love to u I mean I love myself enough to know that I don't need it from nobody else,sob,weary
You can never go wrong with raspberry cheesecake cookies though,heart_eyes,blush
"ohhhhh bet , and if i do im staying with her im not going to camary place",sob,blush
idk but i bet it's dumb,flushed,smirk
y'all gone turn gay I bet y'all $50,sob,blush
it's not gonna happen boo,smirk,sob
You bet you ass I'm a jealous person️,relaxed,sob
Girls check my snap its tamaracharise ️ I bet I make you wet,relaxed,smirk
Craving a frap from Starbucks,yum,weary
Just Like Niggas Talk Bitches Talk &amp; One Thing About Us Females We Don't Hold Water,blush,heart_eyes
You ain't gotta like me bet you know my name tho,blush,wink
i bet you would,wink,blush
oh my god,sob,wink
You did... but I didn't bet against you!,blush,smirk
fkcjcjc whos gonna bet in a few weeks ur gonna have him as ur icon,weary,relaxed
I just want famous amos and starbucks,sob,heart_eyes
bet go look at our last convo,grin,sob
I'm ready for the bet hip hop awards,sob,smirk
I want Starbucks,sob,weary
if these niggas didn't know I bet these niggas find out,smirk,blush
idk about the hoes but i do.,weary,relaxed
Starbucks real quick,smirk,grin
I bet!,grin,weary
bet bro,wink,blush
That's dark skin bet,heart_eyes,smirk
My boyfriend will beat a nigga up if he wave they bet not fw him simple simple,grin,heart_eyes
Ard bet,smirk,blush
Omg i would literally be in love if i got this text. my starbucks loving ass would text back so fast,heart_eyes,weary
won that bet,smirk,blush
"I bet she's a dirty bird, that one",smirk,wink
"oh shit bet, ily",grin,blush
You ain't gotta like me bet you know my name doe!!,heart_eyes,smirk
fuuu subway sounds bomb,sob,weary
S'mores is back philippines,heart_eyes,blush
I want Starbucks,heart_eyes,weary
I bet my playlist is better s/o to,smirk,wink
I want Starbucks,sob,weary
I bet they would,wink,sob
I Want Some Subway,yum,weary
I bet you spoiled her Caroline.,blush,grin
I just want subway,sob,weary
I bet he slept so good after that,sob,heart_eyes
Starbucks,weary,heart_eyes
When you go to for work and then get totally distracted because #cosplay supplies.,heart_eyes,grin
You ain't gotta like me but I bet you know my name though.,wink,relaxed
Y'all stay giving me reasons to break my diet,weary,sob
"I tell ya what, when I get married you can bet I'm having my wedding in fall.",heart_eyes,sob
I want Starbucks,sob,weary
